Term,CRN,Course,Sec,Title,POI,PRE,ATR,CR,Time1,Days1,Time2,Days2,Campus,Bldg1,Room1,Bldg2,Room2,Instructor1,Instructor2
201601,10402,CPSC 110,2,Intro to Computer Science,Y,,,3,10:00 am-10:50 am,MWF,,,Fredericksburg,TRIN,B6,,,Jennings D,
201601,10403,CPSC 110,3,Intro to Computer Science,Y,,,3,1:00 pm-1:50 pm,MWF,,,Fredericksburg,TRIN,B6,,,Jennings D,
201601,10404,CPSC 110,4,Intro to Computer Science,Y,,HN,3,2:00 pm-3:15 pm,TR,,,Fredericksburg,SIMP,225A,,,Zacharski R,
201601,10405,CPSC 110,5,Intro to Computer Science,,,,3,6:00 pm-8:45 pm,T,,,Fredericksburg,TRIN,B7,,,Allwine K,
201601,16218,CPSC 110,6,Intro to Computer Science,Y,,,3,6:00 pm-8:45 pm,W,,,Fredericksburg,TRIN,B7,,,Peck J,
201601,10406,CPSC 125A,1,Intro to Discrete Mathematics,Y,,,4,10:00 am-10:50 am,MW,9:00 am-10:50 am,F,Fredericksburg,TRIN,138,,,Davies S,
201601,14271,CPSC 125A,2,Intro to Discrete Mathematics,Y,,,4,6:00 pm-7:50 pm,TR,,,Fredericksburg,TRIN,B6,,,Robinson J,
201601,16219,CPSC 219,1,Foundations for Data Science,,,,3,6:00 pm-8:45 pm,M,,,Fredericksburg,ITCC,327,,,Marchette D,
201601,10366,CPSC 220,1,Comp Progr & Problem Solving,,Y,,4,11:00 am-11:50 am,R,9:30 am-10:45 am,TR,Fredericksburg,TRIN,B12,TRIN,B6,Cooper E,
201601,10367,CPSC 220,2,Comp Progr & Problem Solving,,Y,,4,2:00 pm-2:50 pm,R,12:30 pm-1:45 pm,TR,Fredericksburg,TRIN,B12,TRIN,204,Cooper E,
201601,15781,CPSC 220,3,Comp Progr & Problem Solving,,Y,,4,3:00 pm-3:50 pm,R,12:30 pm-1:45 pm,TR,Fredericksburg,TRIN,B12,TRIN,204,Cooper E,
201601,16220,CPSC 225,1,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Finlayson I,
201601,16523,CPSC 225,2,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Finlayson I,
201601,16221,CPSC 240,1,Obj-Oriented Analysis & Design,Y,Y,WI,4,10:00 am-11:50 am,MW,,,Fredericksburg,TRIN,B52,,,Anewalt K,
201601,16222,CPSC 240,2,Obj-Oriented Analysis & Design,Y,Y,WI,4,12:00 pm-1:50 pm,MW,,,Fredericksburg,TRIN,B52,,,Anewalt K,
201601,10369,CPSC 305,1,Comp Sys & Architecture,Y,Y,,4,9:00 am-10:50 am,TR,,,Fredericksburg,TRIN,B52,,,Finlayson I,
201601,14272,CPSC 305,2,Comp Sys & Architecture,Y,Y,,4,12:00 pm-1:50 pm,TR,,,Fredericksburg,TRIN,B52,,,Finlayson I,
201601,16223,CPSC 340,1,Data Structures and Algorithms,,Y,,4,11:00 am-12:50 pm,TR,,,Fredericksburg,TRIN,B7,,,Marshall A,
201601,16224,CPSC 340,2,Data Structures and Algorithms,,Y,,4,2:00 pm-3:50 pm,TR,,,Fredericksburg,TRIN,B7,,,Marshall A,
201601,11468,CPSC 350,1,Applications of Databases,Y,Y,,4,11:00 am-12:50 pm,MW,,,Fredericksburg,ITCC,327,,,Zacharski R,
201601,12564,CPSC 350,2,Applications of Databases,Y,Y,,4,2:00 pm-3:50 pm,MW,,,Fredericksburg,ITCC,327,,,Zacharski R,
201601,16585,CPSC 391,1,Special Projects in Cpsc,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Cooper E,
201601,16646,CPSC 391,2,Special Projects in Cpsc,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201601,16647,CPSC 391,3,Special Projects in Cpsc,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Polack J,
201601,15782,CPSC 414,1,Network Principles & Applicatn,Y,Y,,3,11:00 am-12:15 pm,MW,,,Fredericksburg,TRIN,B6,,,Marshall A,
201601,16225,CPSC 420,1,Modeling & Simulation,Y,Y,,3,2:00 pm-3:15 pm,TR,,,Fredericksburg,TRIN,B6,,,Davies S,
201601,13232,CPSC 430,1,Software Engineering,,Y,"SI,WI",4,9:00 am-10:50 am,MW,,,Fredericksburg,TRIN,B7,,,Polack J,
201601,15156,CPSC 430,2,Software Engineering,,Y,"SI,WI",4,12:00 pm-1:50 pm,MW,,,Fredericksburg,TRIN,B7,,,Polack J,
201601,16226,CPSC 444,1,3D Computer Graphics,,Y,,3,9:30 am-10:45 am,TR,,,Fredericksburg,TRIN,B7,,,Polack J,
201601,16496,CPSC 491,1,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Marshall A,
201601,16545,CPSC 491,2,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Zacharski R,
201601,16566,CPSC 491,3,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Davies S,
201601,16567,CPSC 491,4,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201601,16586,CPSC 491,5,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Cooper E,
201601,16648,CPSC 491,6,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Finlayson I,
201601,16649,CPSC 491,7,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Polack J,
201601,16650,CPSC 491,8,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Marshall A,
201601,16708,CPSC 491,9,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Zacharski R,
201601,16678,CPSC 499,1,Internship,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201605,52490,CPSC 125A,1,Intro to Discrete Mathematics,,,,4,TBA,TBA,,,Fredericksburg,ON,LINE,,,Davies S,
201605,52485,CPSC 219,1,Foundations for Data Science,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Davies S,
201605,52607,CPSC 499,1,Internship,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201605,52484,CPSC 106,M1,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201605,52486,CPSC 348,M1,Web Application Development,,Y,,3,10:15 am-12:15 pm,MTWR,,,Fredericksburg,TRIN,B52,,,Anewalt K,
201605,52487,CPSC 440,M1,Game Programming,,Y,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201605,52488,CPSC 106,J1,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201605,52489,CPSC 110,J1,Intro to Computer Science,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201608,83805,CPSC 106,1,Digital Storytelling,,,,3,5:00 pm-7:45 pm,M,,,Fredericksburg,TRIN,B6,,,Dean A,
201608,84911,CPSC 106,2,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Bond P,
201608,84912,CPSC 106,3,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Shaffer K,
201608,84908,CPSC 110,1,Intro to Computer Science,,,,3,8:30 am-9:45 am,MW,,,Fredericksburg,TRIN,B6,,,Jennings D,
201608,80417,CPSC 110,2,Intro to Computer Science,,,,3,11:00 am-12:15 pm,MW,,,Fredericksburg,TRIN,B52,,,Jennings D,
201608,80418,CPSC 110,3,Intro to Computer Science,Y,,,3,11:00 am-12:15 pm,TR,,,Fredericksburg,TRIN,B52,,,Anewalt K,
201608,80419,CPSC 110,4,Intro to Computer Science,Y,,,3,12:30 pm-1:45 pm,TR,,,Fredericksburg,TRIN,B52,,,Anewalt K,
201608,84688,CPSC 110,5,Intro to Computer Science,,,,3,6:00 pm-8:45 pm,R,,,Fredericksburg,TRIN,B7,,,Solka J,
201608,84913,CPSC 110,6,Intro to Computer Science,,,HN,3,2:00 pm-3:15 pm,TR,,,Fredericksburg,SIMP,225A,,,Zacharski R,
201608,86170,CPSC 110,7,Intro to Computer Science,,,,3,6:00 pm-7:15 pm,MW,,,Fredericksburg,HCC,327,,,Taft R,
201608,86171,CPSC 110,8,Intro to Computer Science,,,,3,6:00 pm-7:15 pm,TR,,,Fredericksburg,HCC,327,,,Zacharski R,
201608,82372,CPSC 125A,1,Intro to Discrete Mathematics,,,,4,7:00 pm-8:50 pm,TR,,,Fredericksburg,TRIN,B6,,,Kemmey W,
201608,86172,CPSC 125A,2,Intro to Discrete Mathematics,,,,4,10:00 am-10:50 am,WF,10:00 am-11:50 am,M,Fredericksburg,HCC,329,,,Davies S,
201608,80425,CPSC 220,1,Comp Progr & Problem Solving,,Y,HN,4,2:00 pm-3:00 pm,WF,2:00 pm-4:00 pm,M,Fredericksburg,HCC,329,,,Davies S,
201608,80426,CPSC 220,2,Comp Progr & Problem Solving,,Y,,4,8:45 am-10:45 am,TR,,,Fredericksburg,TRIN,B52,,,Cooper E,
201608,84350,CPSC 220,3,Comp Progr & Problem Solving,,Y,,4,12:00 pm-1:50 pm,TR,,,Fredericksburg,TRIN,B7,,,Cooper E,
201608,85762,CPSC 225,1,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Finlayson I,
201608,85763,CPSC 225,2,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Finlayson I,
201608,85764,CPSC 225,3,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Finlayson I,
201608,85660,CPSC 240,1,Obj-Oriented Analysis & Design,,Y,WI,4,10:00 am-11:50 am,F,10:00 am-10:50 am,MW,Fredericksburg,TRIN,B6,,,Self J,
201608,85661,CPSC 240,2,Obj-Oriented Analysis & Design,,Y,WI,4,1:00 pm-2:50 pm,F,1:00 pm-1:50 pm,MW,Fredericksburg,TRIN,B52,,,Self J,
201608,80430,CPSC 326,1,Theory of Computation,Y,Y,,4,11:00 am-12:50 pm,MW,,,Fredericksburg,TRIN,B6,,,Marshall A,
201608,86173,CPSC 340,1,Data Structures and Algorithms,,Y,,4,9:00 am-10:50 am,MW,,,Fredericksburg,TRIN,B7,,,Polack J,
201608,86174,CPSC 340,2,Data Structures and Algorithms,,Y,,4,12:00 pm-1:50 pm,MW,,,Fredericksburg,TRIN,B7,,,Polack J,
201608,86175,CPSC 350,1,Applications of Databases,,Y,,4,12:00 pm-1:50 pm,MW,,,Fredericksburg,HCC,327,,,Zacharski R,
201608,86176,CPSC 350,2,Applications of Databases,,Y,,4,2:00 pm-3:50 pm,MW,,,Fredericksburg,HCC,327,,,Zacharski R,
201608,86177,CPSC 370AA,1,Network-Based Data Analysis,Y,Y,,3,5:00 pm-7:45 pm,R,,,Fredericksburg,WOOD,211,,,Hohman E,Marchette D
201608,86425,CPSC 391,1,Special Projects in Cpsc,,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Marshall A,
201608,86440,CPSC 391,2,Special Projects in Cpsc,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Davies S,
201608,80434,CPSC 405,1,Operating Sys & Programming,,Y,,4,10:00 am-11:50 am,TR,,,Fredericksburg,TRIN,B6,,,Marshall A,
201608,84351,CPSC 405,2,Operating Sys & Programming,,Y,,4,1:00 pm-2:50 pm,TR,,,Fredericksburg,TRIN,B6,,,Marshall A,
201608,86178,CPSC 425,1,Parallel Computing,,Y,,3,9:00 am-9:50 am,MWF,,,Fredericksburg,TRIN,B52,,,Finlayson I,
201608,81397,CPSC 430,1,Software Engineering,Y,Y,"SI,WI",4,9:30 am-11:30 am,TR,,,Fredericksburg,TRIN,B7,,,Polack J,
201608,86179,CPSC 470A1,1,IT Infastructure in the Cloud,,Y,,4,6:00 pm-8:45 pm,W,,,Fredericksburg,HCC,329,,,Allwine K,Peck J
201608,86417,CPSC 491,1,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Cooper E,
201608,86466,CPSC 491,2,Individual Study,,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201608,86386,CPSC 491H,1,Individual Study-Honors,Y,,,3,,,,,Fredericksburg,,,,,TBA,
201608,86445,CPSC 499,1,Internship,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201701,12562,CPSC 106,1,Digital Storytelling,Y,,,3,5:00 pm-7:45 pm,M,,,Fredericksburg,TRIN,204,,,Dean A,
201701,15780,CPSC 106,2,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Bond P,
201701,10401,CPSC 110,1,Intro to Computer Science,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201701,10402,CPSC 110,2,Intro to Computer Science,,,,3,6:00 pm-8:45 pm,W,,,Fredericksburg,HCC,329,,,Allwine K,
201701,10403,CPSC 110,3,Intro to Computer Science,,,,3,6:00 pm-8:45 pm,R,,,Fredericksburg,TRIN,B12,,,Solka J,
201701,10404,CPSC 110,4,Intro to Computer Science,Y,,HN,3,11:00 am-12:15 pm,TR,,,Fredericksburg,SIMP,225A,,,Zacharski R,
201701,10405,CPSC 110,5,Intro to Computer Science,Y,,,3,8:30 am-9:45 am,MW,,,Fredericksburg,TRIN,B6,,,Jennings D,
201701,16218,CPSC 110,6,Intro to Computer Science,Y,,,3,3:00 pm-4:15 pm,MW,,,Fredericksburg,TRIN,B6,,,Jennings D,
201701,16907,CPSC 110,7,Intro to Computer Science,,,,3,6:00 pm-7:15 pm,MW,,,Fredericksburg,TRIN,B52,,,Foster G,
201701,10406,CPSC 125A,1,Intro to Discrete Mathematics,,,,4,6:00 pm-7:50 pm,MW,,,Fredericksburg,TRIN,B6,,,Taft R,
201701,14271,CPSC 125A,2,Intro to Discrete Mathematics,,,,4,7:00 pm-8:50 pm,TR,,,Fredericksburg,TRIN,B7,,,Kemmey W,
201701,16219,CPSC 219,1,Foundations for Data Science,,,,3,12:00 pm-12:50 pm,MWF,,,Fredericksburg,HCC,327,,,Davies S,
201701,10366,CPSC 220,1,Comp Progr & Problem Solving,Y,Y,,4,10:00 am-11:50 am,MW,,,Fredericksburg,TRIN,B6,,,Polack J,
201701,10367,CPSC 220,2,Comp Progr & Problem Solving,Y,Y,,4,1:00 pm-2:50 pm,MW,,,Fredericksburg,TRIN,B6,,,Polack J,
201701,15781,CPSC 220,3,Comp Progr & Problem Solving,Y,Y,,4,8:00 am-9:50 am,TR,,,Fredericksburg,TRIN,B7,,,Self N,
201701,16220,CPSC 225,1,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Davies S,
201701,16523,CPSC 225,2,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Davies S,
201701,16221,CPSC 240,1,Obj-Oriented Analysis & Design,Y,Y,WI,4,11:00 am-12:50 pm,W,11:00 am-11:50 am,MF,Fredericksburg,TRIN,B7,,,Self J,
201701,16222,CPSC 240,2,Obj-Oriented Analysis & Design,Y,Y,WI,4,1:00 pm-2:50 pm,W,1:00 pm-1:50 pm,MF,Fredericksburg,TRIN,B7,,,Self J,
201701,16908,CPSC 240,3,Obj-Oriented Analysis & Design,,Y,WI,4,10:00 am-11:50 am,TR,,,Fredericksburg,TRIN,B52,,,Anewalt K,
201701,10369,CPSC 305,1,Comp Sys & Architecture,,Y,,4,2:00 pm-2:50 pm,F,2:00 pm-3:15 pm,TR,Fredericksburg,TRIN,B52,TRIN,B7,Davies S,
201701,16909,CPSC 326,1,Theory of Computation,Y,Y,,4,10:00 am-11:50 am,TR,,,Fredericksburg,TRIN,B6,,,Marshall A,
201701,16910,CPSC 326,2,Theory of Computation,Y,Y,,4,1:00 pm-2:50 pm,TR,,,Fredericksburg,TRIN,B6,,,Marshall A,
201701,16223,CPSC 340,1,Data Structures and Algorithms,,Y,,4,9:00 am-10:50 am,MW,,,Fredericksburg,TRIN,B52,,,Finlayson I,
201701,16224,CPSC 340,2,Data Structures and Algorithms,,Y,,4,1:00 pm-2:50 pm,MW,,,Fredericksburg,TRIN,B52,,,Finlayson I,
201701,16911,CPSC 345,1,Intro to Computer Security,,Y,,3,6:00 pm-7:15 pm,MW,,,Fredericksburg,TRIN,B7,,,Sams A,
201701,11468,CPSC 350,1,Applications of Databases,,Y,,4,1:00 pm-2:50 pm,MW,,,Fredericksburg,HCC,327,,,Zacharski R,
201701,17097,CPSC 391,1,Special Projects in Cpsc,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Polack J,
201701,17159,CPSC 391,2,Special Projects in Cpsc,,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Marshall A,
201701,17229,CPSC 391,3,Special Projects in Cpsc,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Zacharski R,
201701,15782,CPSC 414,1,Network Principles & Applicatn,Y,Y,,3,9:00 am-10:15 am,MW,,,Fredericksburg,TRIN,B7,,,Marshall A,
201701,16912,CPSC 419,1,Data Mining,,Y,,3,2:00 pm-3:15 pm,TR,,,Fredericksburg,HCC,328,,,Zacharski R,
201701,13232,CPSC 430,1,Software Engineering,Y,Y,"SI,WI",4,11:00 am-11:50 am,MW,10:00 am-11:50 am,F,Fredericksburg,TRIN,B52,,,Anewalt K,
201701,15156,CPSC 430,2,Software Engineering,Y,Y,"SI,WI",4,12:00 pm-1:50 pm,F,12:00 pm-12:50 pm,MW,Fredericksburg,TRIN,B52,,,Anewalt K,
201701,16913,CPSC 470A2,1,Human-Computer Interaction,,Y,,3,11:00 am-12:15 pm,TR,,,Fredericksburg,TRIN,B7,,,Self J,
201701,17157,CPSC 491,3,Individual Study,,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Polack J,
201701,17162,CPSC 491,4,Individual Study,,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Finlayson I,
201701,17179,CPSC 491,5,Individual Study,,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201701,17202,CPSC 491,6,Individual Study,,,WI,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Davies S,
201701,17237,CPSC 491,7,Individual Study,Y,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Zacharski R,
201701,17123,CPSC 499,1,Internship,,,,1,TBA,TBA,,,Fredericksburg,TBA,TBA,,,Anewalt K,
201705,52752,CPSC 106,M1,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201705,52753,CPSC 110,M1,Intro to Computer Science,,,,3,10:15 am-12:15 pm,MTWR,,,Fredericksburg,TRIN,B6,,,Polack J,
201705,52758,CPSC 225,M1,Software Development Tools,,,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Finlayson I,
201705,52759,CPSC 302,M1,Computer Ethics,,Y,SI,3,10:15 am-12:15 pm,TW,,,Fredericksburg,TRIN,B7,,,Anewalt K,
201705,52754,CPSC 104,J1,"The Internet:Tech,Info,Issues",,,WI,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Shaffer K,
201705,52755,CPSC 106,J1,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201705,52756,CPSC 345,J1,Intro to Computer Security,,Y,,3,4:00 pm-6:00 pm,MTWR,,,Fredericksburg,TRIN,B6,,,Marshall A,
201705,52757,CPSC 440,J1,Game Programming,,Y,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Polack J,
201708,84911,CPSC 106,1,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Bond P,
201708,84912,CPSC 106,2,Digital Storytelling,,,,3,TBA,TBA,,,Fredericksburg,ON,LINE,,,Shaffer K,
201708,84908,CPSC 110,1,Intro to Computer Science,Y,,,3,9:30 am-10:45 am,TR,,,Fredericksburg,TRIN,B6,,,Anewalt K,
201708,80417,CPSC 110,2,Intro to Computer Science,,,,3,10:00 am-11:15 am,MW,,,Fredericksburg,TRIN,B7,,,Jennings D,
201708,80418,CPSC 110,3,Intro to Computer Science,,,,3,1:00 pm-2:15 pm,MW,,,Fredericksburg,TRIN,B7,,,Jennings D,
201708,80419,CPSC 110,4,Intro to Computer Science,,,,3,6:00 pm-8:45 pm,R,,,Fredericksburg,TRIN,B7,,,Solka J,
201708,84688,CPSC 110,5,Intro to Computer Science,,,,3,5:00 pm-7:45 pm,M,,,Fredericksburg,TRIN,B7,,,Dean A,
201708,86170,CPSC 110,7,Intro to Computer Science,,,,3,6:00 pm-7:15 pm,R,6:00 pm-7:15 pm,T,Fredericksburg,TRIN,B12,TRIN,B7,Foster G,
201708,80425,CPSC 220,1,Comp Progr & Problem Solving,,Y,,4,9:00 am-10:50 am,MW,,,Fredericksburg,TRIN,B6,,,Polack J,
201708,80426,CPSC 220,2,Comp Progr & Problem Solving,,Y,,4,12:00 pm-1:50 pm,MW,,,Fredericksburg,TRIN,B6,,,Polack J,
201708,84350,CPSC 220,3,Comp Progr & Problem Solving,,Y,,4,6:00 pm-7:50 pm,MW,,,Fredericksburg,TRIN,B6,,,Foster G,
201708,85762,CPSC 225,1,Software Development Tools,,Y,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Staff A,
201708,85763,CPSC 225,2,Software Development Tools,,Y,,1,TBA,TBA,,,Fredericksburg,ON,LINE,,,Staff A,
201708,85660,CPSC 240,1,Obj-Oriented Analysis & Design,Y,Y,WI,4,12:00 pm-1:50 pm,F,12:00 pm-12:50 pm,MW,Fredericksburg,TRIN,B7,,,Anewalt K,
201708,85661,CPSC 240,2,Obj-Oriented Analysis & Design,,Y,WI,4,11:00 am-12:50 pm,TR,,,Fredericksburg,TRIN,B7,,,Staff A,
201708,86731,CPSC 240,3,Obj-Oriented Analysis & Design,,Y,WI,4,2:00 pm-3:50 pm,TR,,,Fredericksburg,TRIN,B7,,,Staff A,
201708,86732,CPSC 284,1,Applied Discrete Mathematics,,Y,,4,6:00 pm-7:50 pm,MW,,,Fredericksburg,HCC,329,,,Taft R,
201708,86733,CPSC 284,2,Applied Discrete Mathematics,,Y,,4,7:00 pm-8:50 pm,TR,,,Fredericksburg,TRIN,B6,,,Kemmey W,
201708,86734,CPSC 305,1,Comp Sys & Architecture,,Y,,4,9:00 am-10:50 am,TR,,,Fredericksburg,TRIN,B52,,,Finlayson I,
201708,86735,CPSC 305,2,Comp Sys & Architecture,,Y,,4,1:00 pm-2:50 pm,TR,,,Fredericksburg,TRIN,B52,,,Finlayson I,
201708,80430,CPSC 326,1,Theory of Computation,Y,Y,,4,11:00 am-12:50 pm,MW,,,Fredericksburg,TRIN,B52,,,Marshall A,
201708,86173,CPSC 340,1,Data Structures and Algorithms,,Y,,4,9:00 am-10:50 am,TR,,,Fredericksburg,TRIN,B7,,,Polack J,
201708,86736,CPSC 348,1,Web Application Development,,Y,,3,6:00 pm-7:15 pm,TR,,,Fredericksburg,TRIN,B52,,,Staff A,
201708,86175,CPSC 350,1,Applications of Databases,,Y,,4,11:00 am-12:50 pm,MW,,,Fredericksburg,HCC,327,,,Zacharski R,
201708,86176,CPSC 350,2,Applications of Databases,,Y,,4,2:00 pm-3:50 pm,MW,,,Fredericksburg,HCC,327,,,Zacharski R,
201708,80434,CPSC 405,1,Operating Sys & Programming,,Y,,4,11:00 am-12:50 pm,TR,,,Fredericksburg,TRIN,B52,,,Marshall A,
201708,86737,CPSC 415,1,Artificial Intelligence,,Y,,3,2:00 pm-2:50 pm,MWF,,,Fredericksburg,TRIN,B6,,,Davies S,
201708,81397,CPSC 430,1,Software Engineering,Y,Y,"SI,WI",4,9:00 am-10:50 am,F,9:00 am-9:50 am,MW,Fredericksburg,TRIN,B52,,,Anewalt K,
201708,86738,CPSC 445,1,Software Security,,Y,,3,2:00 pm-3:15 pm,MW,,,Fredericksburg,TRIN,B52,,,Marshall A,
201708,86739,CPSC 448,1,Advanced Web Development,,Y,,3,6:00 pm-8:45 pm,W,,,Fredericksburg,HCC,327,,,Peck J,
